file_id,pdf_name,election_type,ballot_type,total_is_valid,candidate_sum_valid,both_valid,failure_modes,,
3ef6cadc5b8f293dfd78e4323b07934f,น.3 ต.ชีวาน ส.ส.5_18 (บช).pdf,normal,partylist,TRUE,FALSE,FALSE,"candidate_sum_fail (sum=251, valid_votes=311)",,
4114883eae4a7bd709d003151104fc19,หน่วยที่ 3 ตำบลใหม่.pdf,normal,district,TRUE,TRUE,TRUE,,,
4114883eae4a7bd709d003151104fc19,หน่วยที่ 3 ตำบลใหม่.pdf,normal,partylist,TRUE,FALSE,FALSE,"ocr_missed_candidates:[53, 54, 55, 56, 57] | candidate_sum_fail (sum=388, valid_votes=368)",,
41779a3e1280ef74347917db7d60e61d,มะค่า น.14.pdf,normal,district,FALSE,TRUE,FALSE,"ballot_math_fail (total=173, valid+void+spoiled=178)",,
41779a3e1280ef74347917db7d60e61d,มะค่า น.14.pdf,normal,partylist,FALSE,TRUE,FALSE,"ballot_math_fail (total=173, valid+void+spoiled=178)",,
4213f8122674c1e5556619cad3858ccd,พลสงคราม น.3 10-2-69 10.06.pdf,normal,district,TRUE,TRUE,TRUE,,,
4213f8122674c1e5556619cad3858ccd,พลสงคราม น.3 10-2-69 10.06.pdf,normal,partylist,TRUE,FALSE,FALSE,"null_header_field:eligible_voters | candidate_sum_fail (sum=321, valid_votes=293)",,
422af586037da65a2124c64bde63300f,โตนด น.9.pdf,normal,district,TRUE,TRUE,TRUE,,,
422af586037da65a2124c64bde63300f,โตนด น.9.pdf,normal,partylist,TRUE,FALSE,FALSE,"null_header_field:eligible_voters | candidate_sum_fail (sum=70, valid_votes=263)",,
422e62148f1c533af1a7fe2ed83b7790,สส.5ทับ18(บช).pdf,normal,partylist,TRUE,FALSE,FALSE,"ocr_missed_candidates:[53, 54, 55, 56, 57] | candidate_sum_fail (sum=574, valid_votes=507)",,
427895a8d3c185db8247f0a2b1b5883a,สส.5ทับ18.pdf,normal,district,FALSE,FALSE,FALSE,"ballot_math_fail (total=433, valid+void+spoiled=233) | candidate_sum_fail (sum=405, valid_votes=205)",,
42f3ac085363984bb79419b961fb288c,หน่วยที่ 3 ตำบลจันอัด.pdf,normal,district,FALSE,FALSE,FALSE,null_header_field:total_ballots | null_header_field:valid_votes,,
42f3ac085363984bb79419b961fb288c,หน่วยที่ 3 ตำบลจันอัด.pdf,normal,partylist,FALSE,FALSE,FALSE,"null_header_field:total_ballots | ocr_missed_candidates:[1, 2, 3, 4] | candidate_sum_fail (sum=192, valid_votes=204)",,
42ffe15a76c5f40554214e62b5da7c46,บิง น.9.pdf,normal,district,TRUE,FALSE,FALSE,"candidate_sum_fail (sum=213, valid_votes=233)",,
42ffe15a76c5f40554214e62b5da7c46,บิง น.9.pdf,normal,partylist,TRUE,FALSE,FALSE,"candidate_sum_fail (sum=186, valid_votes=234)",,
43090cf326bff7fde68ed106156a1cca,ลำคอหงษ์ น.7.pdf,normal,district,TRUE,TRUE,TRUE,,,
