file_id,file_path,page_no,image_path,status
263a9aee741a0507952415fad5043316,LA_district5_data_raw/ล่วงหน้านอกเขตและนอกราชอาณาจักร/นอกเขต/นอกเขต ชุดที่ 3.pdf,4,pipeline_output/images/263a9aee741a0507952415fad5043316/p4.png,pending
263a9aee741a0507952415fad5043316,LA_district5_data_raw/ล่วงหน้านอกเขตและนอกราชอาณาจักร/นอกเขต/นอกเขต ชุดที่ 3.pdf,5,pipeline_output/images/263a9aee741a0507952415fad5043316/p5.png,pending
263a9aee741a0507952415fad5043316,LA_district5_data_raw/ล่วงหน้านอกเขตและนอกราชอาณาจักร/นอกเขต/นอกเขต ชุดที่ 3.pdf,6,pipeline_output/images/263a9aee741a0507952415fad5043316/p6.png,pending
a5eb6c58ce65aff20ebc4924b991795a,LA_district5_data_raw/ล่วงหน้านอกเขตและนอกราชอาณาจักร/นอกเขต/นอกเขต ชุดที่ 4.pdf,1,pipeline_output/images/a5eb6c58ce65aff20ebc4924b991795a/p1.png,pending
a5eb6c58ce65aff20ebc4924b991795a,LA_district5_data_raw/ล่วงหน้านอกเขตและนอกราชอาณาจักร/นอกเขต/นอกเขต ชุดที่ 4.pdf,2,pipeline_output/images/a5eb6c58ce65aff20ebc4924b991795a/p2.png,pending
a5eb6c58ce65aff20ebc4924b991795a,LA_district5_data_raw/ล่วงหน้านอกเขตและนอกราชอาณาจักร/นอกเขต/นอกเขต ชุดที่ 4.pdf,3,pipeline_output/images/a5eb6c58ce65aff20ebc4924b991795a/p3.png,pending
a5eb6c58ce65aff20ebc4924b991795a,LA_district5_data_raw/ล่วงหน้านอกเขตและนอกราชอาณาจักร/นอกเขต/นอกเขต ชุดที่ 4.pdf,4,pipeline_output/images/a5eb6c58ce65aff20ebc4924b991795a/p4.png,pending
a5eb6c58ce65aff20ebc4924b991795a,LA_district5_data_raw/ล่วงหน้านอกเขตและนอกราชอาณาจักร/นอกเขต/นอกเขต ชุดที่ 4.pdf,5,pipeline_output/images/a5eb6c58ce65aff20ebc4924b991795a/p5.png,pending
a5eb6c58ce65aff20ebc4924b991795a,LA_district5_data_raw/ล่วงหน้านอกเขตและนอกราชอาณาจักร/นอกเขต/นอกเขต ชุดที่ 4.pdf,6,pipeline_output/images/a5eb6c58ce65aff20ebc4924b991795a/p6.png,pending
c4fa5c09fc5ab9be74e6edff1d352489,LA_district5_data_raw/ล่วงหน้านอกเขตและนอกราชอาณาจักร/นอกเขต/นอกเขต ชุดที่ 5.pdf,1,pipeline_output/images/c4fa5c09fc5ab9be74e6edff1d352489/p1.png,pending
c4fa5c09fc5ab9be74e6edff1d352489,LA_district5_data_raw/ล่วงหน้านอกเขตและนอกราชอาณาจักร/นอกเขต/นอกเขต ชุดที่ 5.pdf,2,pipeline_output/images/c4fa5c09fc5ab9be74e6edff1d352489/p2.png,pending
c4fa5c09fc5ab9be74e6edff1d352489,LA_district5_data_raw/ล่วงหน้านอกเขตและนอกราชอาณาจักร/นอกเขต/นอกเขต ชุดที่ 5.pdf,3,pipeline_output/images/c4fa5c09fc5ab9be74e6edff1d352489/p3.png,pending
c4fa5c09fc5ab9be74e6edff1d352489,LA_district5_data_raw/ล่วงหน้านอกเขตและนอกราชอาณาจักร/นอกเขต/นอกเขต ชุดที่ 5.pdf,4,pipeline_output/images/c4fa5c09fc5ab9be74e6edff1d352489/p4.png,pending
c4fa5c09fc5ab9be74e6edff1d352489,LA_district5_data_raw/ล่วงหน้านอกเขตและนอกราชอาณาจักร/นอกเขต/นอกเขต ชุดที่ 5.pdf,5,pipeline_output/images/c4fa5c09fc5ab9be74e6edff1d352489/p5.png,pending
c4fa5c09fc5ab9be74e6edff1d352489,LA_district5_data_raw/ล่วงหน้านอกเขตและนอกราชอาณาจักร/นอกเขต/นอกเขต ชุดที่ 5.pdf,6,pipeline_output/images/c4fa5c09fc5ab9be74e6edff1d352489/p6.png,pending
88f58579a687f561c51f9879509a1458,LA_district5_data_raw/ล่วงหน้านอกเขตและนอกราชอาณาจักร/นอกเขต/นอกเขต ชุดที่ 6.pdf,1,pipeline_output/images/88f58579a687f561c51f9879509a1458/p1.png,pending
88f58579a687f561c51f9879509a1458,LA_district5_data_raw/ล่วงหน้านอกเขตและนอกราชอาณาจักร/นอกเขต/นอกเขต ชุดที่ 6.pdf,2,pipeline_output/images/88f58579a687f561c51f9879509a1458/p2.png,pending
88f58579a687f561c51f9879509a1458,LA_district5_data_raw/ล่วงหน้านอกเขตและนอกราชอาณาจักร/นอกเขต/นอกเขต ชุดที่ 6.pdf,3,pipeline_output/images/88f58579a687f561c51f9879509a1458/p3.png,pending
88f58579a687f561c51f9879509a1458,LA_district5_data_raw/ล่วงหน้านอกเขตและนอกราชอาณาจักร/นอกเขต/นอกเขต ชุดที่ 6.pdf,4,pipeline_output/images/88f58579a687f561c51f9879509a1458/p4.png,pending
88f58579a687f561c51f9879509a1458,LA_district5_data_raw/ล่วงหน้านอกเขตและนอกราชอาณาจักร/นอกเขต/นอกเขต ชุดที่ 6.pdf,5,pipeline_output/images/88f58579a687f561c51f9879509a1458/p5.png,pending
88f58579a687f561c51f9879509a1458,LA_district5_data_raw/ล่วงหน้านอกเขตและนอกราชอาณาจักร/นอกเขต/นอกเขต ชุดที่ 6.pdf,6,pipeline_output/images/88f58579a687f561c51f9879509a1458/p6.png,pending
707ed6c2d6b89d6b792f1f81a8861fe1,LA_district5_data_raw/ล่วงหน้านอกเขตและนอกราชอาณาจักร/นอกเขต/นอกเขต ชุดที่ 7.pdf,1,pipeline_output/images/707ed6c2d6b89d6b792f1f81a8861fe1/p1.png,pending
707ed6c2d6b89d6b792f1f81a8861fe1,LA_district5_data_raw/ล่วงหน้านอกเขตและนอกราชอาณาจักร/นอกเขต/นอกเขต ชุดที่ 7.pdf,2,pipeline_output/images/707ed6c2d6b89d6b792f1f81a8861fe1/p2.png,pending
707ed6c2d6b89d6b792f1f81a8861fe1,LA_district5_data_raw/ล่วงหน้านอกเขตและนอกราชอาณาจักร/นอกเขต/นอกเขต ชุดที่ 7.pdf,3,pipeline_output/images/707ed6c2d6b89d6b792f1f81a8861fe1/p3.png,pending
707ed6c2d6b89d6b792f1f81a8861fe1,LA_district5_data_raw/ล่วงหน้านอกเขตและนอกราชอาณาจักร/นอกเขต/นอกเขต ชุดที่ 7.pdf,4,pipeline_output/images/707ed6c2d6b89d6b792f1f81a8861fe1/p4.png,pending
707ed6c2d6b89d6b792f1f81a8861fe1,LA_district5_data_raw/ล่วงหน้านอกเขตและนอกราชอาณาจักร/นอกเขต/นอกเขต ชุดที่ 7.pdf,5,pipeline_output/images/707ed6c2d6b89d6b792f1f81a8861fe1/p5.png,pending
707ed6c2d6b89d6b792f1f81a8861fe1,LA_district5_data_raw/ล่วงหน้านอกเขตและนอกราชอาณาจักร/นอกเขต/นอกเขต ชุดที่ 7.pdf,6,pipeline_output/images/707ed6c2d6b89d6b792f1f81a8861fe1/p6.png,pending
0c325950786cc6260375b4d729903552,LA_district5_data_raw/อำเภอพิมาย/ตำบลกระเบื้องใหญ่/หน่วยเลือกตั้งที่ 1/น.1 ต.กระเบื้องใหญ่ ส.ส.5_18 (บช).pdf,1,pipeline_output/images/0c325950786cc6260375b4d729903552/p1.png,pending
